Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Physical_Activity,Learning_Disabilities,Exam_Score,Passed,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Motivation_Level_Low,Motivation_Level_Medium,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
21,61,0,9,81,1,1,3,0,66,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
32,61,1,7,69,1,0,3,0,68,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22,65,1,7,88,0,2,4,0,64,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1
20,70,0,9,75,1,3,4,0,66,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1
22,77,1,8,68,1,3,4,0,68,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1
20,79,1,6,59,1,0,2,0,64,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1
15,66,0,6,90,1,2,3,0,62,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
25,87,1,6,75,0,0,2,1,67,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1
21,84,0,9,98,1,1,3,0,67,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
20,72,0,9,90,1,1,2,0,65,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1
14,61,1,10,71,0,2,4,0,59,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1
28,63,1,6,87,1,0,2,0,66,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
24,76,0,7,73,1,4,2,0,68,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0
17,66,0,6,54,1,2,3,1,63,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
26,75,1,7,76,1,2,3,0,68,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
17,85,1,8,93,1,2,3,0,68,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
15,82,1,7,93,1,3,2,0,66,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
15,69,0,9,79,1,1,2,0,63,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
9,74,0,6,69,1,3,2,0,61,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23,85,1,8,51,1,0,4,0,68,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9,94,0,6,66,1,0,3,0,66,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
13,90,0,4,99,1,1,4,1,69,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
8,82,1,5,86,0,0,3,0,64,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
19,74,0,7,86,1,1,3,0,68,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
19,75,0,10,88,1,0,2,0,66,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
18,95,0,6,81,1,0,3,1,68,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0
14,62,1,7,79,1,2,2,0,62,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0
13,100,1,8,73,1,1,3,0,68,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1
23,87,0,6,72,1,1,3,0,69,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
17,87,1,6,94,1,2,3,0,70,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
22,62,1,7,70,1,4,2,0,65,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
15,84,1,6,92,1,3,3,0,68,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
21,79,0,4,92,1,0,2,0,67,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
28,64,1,6,89,1,0,4,0,64,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1
24,71,0,8,52,0,2,3,0,63,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
18,96,1,8,57,1,1,2,0,67,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
22,82,0,9,66,1,1,3,0,66,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
19,77,1,9,92,1,2,4,0,67,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0
20,63,1,6,94,0,2,3,0,63,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0
18,89,1,6,52,1,3,3,0,69,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
19,88,0,6,66,1,3,2,0,70,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0
21,85,1,7,93,1,0,4,0,70,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
14,80,0,6,62,1,0,2,0,65,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
14,77,0,7,99,1,2,2,0,64,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0
12,84,1,6,74,1,1,3,0,67,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10,69,0,8,97,1,1,3,0,61,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
13,98,1,6,71,1,1,1,0,70,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
21,84,0,6,66,1,2,4,1,68,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15,72,1,8,68,1,0,2,0,64,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
23,78,0,8,94,1,1,2,1,68,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
20,92,0,7,67,1,1,5,0,68,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
8,66,1,8,83,1,0,4,0,63,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
24,72,1,8,73,1,1,2,0,65,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
25,87,1,10,97,1,4,3,1,69,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
14,73,0,8,58,1,2,2,0,63,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
23,92,1,10,71,1,1,3,0,69,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
15,65,1,7,56,0,3,3,1,61,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
21,91,1,9,79,1,2,3,0,69,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
12,63,0,9,70,1,1,3,0,62,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
9,61,1,7,53,1,0,2,1,58,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
18,96,1,6,92,1,2,3,0,71,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1
19,83,0,6,69,1,5,2,0,69,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
18,74,0,8,75,1,1,3,0,68,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
13,69,0,5,70,1,0,2,0,61,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
18,85,1,6,74,1,3,2,0,67,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
22,80,1,9,51,1,2,3,0,68,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
20,100,1,8,91,1,3,3,0,72,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
21,99,1,4,67,1,1,4,0,71,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
16,85,1,5,86,0,3,2,0,67,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1
27,78,0,10,53,1,3,4,1,68,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
13,80,0,9,76,1,0,2,0,64,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0
23,87,0,6,95,1,3,0,0,73,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
27,64,1,5,70,1,0,4,0,65,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
23,73,0,5,60,1,1,2,0,67,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
19,63,1,8,55,1,0,4,0,63,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
17,63,1,10,93,1,0,2,1,63,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
26,68,1,10,62,1,4,2,0,69,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0
11,79,1,5,99,1,1,3,0,68,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
14,91,1,7,62,1,2,2,0,68,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1
18,79,1,6,74,1,3,4,0,69,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
27,73,1,7,73,1,5,3,0,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
22,63,1,5,53,1,3,2,0,66,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
14,82,1,6,77,1,3,3,0,68,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
18,71,0,6,84,1,2,2,0,65,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
16,85,0,8,87,1,4,3,0,67,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
16,99,0,6,76,1,2,4,0,70,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
26,64,0,6,91,1,1,4,0,66,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
12,68,0,8,88,1,3,3,0,64,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
30,79,0,9,60,1,1,3,0,69,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
25,99,0,10,70,1,1,5,0,71,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
27,91,0,8,57,1,0,4,0,68,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
17,96,0,7,57,1,2,3,0,68,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
19,73,1,9,86,1,0,3,0,66,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
11,100,0,9,77,1,2,3,0,70,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
17,64,0,8,80,1,0,2,0,65,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
23,62,1,5,87,1,1,4,0,63,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
28,94,1,9,64,1,0,3,0,70,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
13,97,1,8,70,1,0,2,0,67,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
18,64,0,6,80,1,1,5,1,63,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1
19,65,0,6,55,1,1,3,0,64,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1
12,61,1,8,92,1,2,4,1,60,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
24,64,1,4,67,1,0,1,0,62,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
16,68,0,7,83,1,2,2,0,65,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
19,99,0,6,100,1,0,3,0,69,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
17,87,1,6,74,1,1,3,0,68,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
15,91,0,6,61,0,1,2,0,66,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
20,91,1,5,61,1,4,2,0,72,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1
19,81,1,9,53,1,2,3,0,68,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
18,92,0,4,88,1,3,2,0,69,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
16,84,0,7,65,1,1,3,0,65,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
22,73,1,6,59,1,0,1,0,65,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
30,82,1,10,86,1,2,4,0,70,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
21,81,1,7,65,1,1,2,0,67,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
26,93,0,4,80,1,4,3,1,73,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
12,99,0,8,71,1,2,2,0,70,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0
21,76,1,5,67,1,1,3,0,66,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1
13,91,1,8,74,1,1,1,0,68,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1
11,64,1,8,66,1,2,2,0,61,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
16,91,0,9,94,1,0,3,0,70,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1
27,75,1,7,54,1,2,3,0,66,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
26,62,1,8,52,1,4,5,0,67,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
21,75,0,7,70,1,1,3,0,69,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11,84,1,6,59,1,2,3,0,64,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
19,65,1,9,87,1,0,2,0,65,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
22,97,1,5,68,1,7,5,0,75,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
21,63,0,7,63,1,2,2,0,63,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
9,97,0,6,68,1,5,3,0,69,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
15,88,1,8,61,1,2,4,1,68,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1
20,73,1,6,65,1,2,2,0,66,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
23,76,1,6,78,1,2,2,0,66,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
7,90,1,7,93,1,4,3,0,66,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1
19,84,1,9,69,1,2,4,0,68,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
21,87,1,6,66,1,1,2,0,65,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
25,76,0,6,89,1,3,3,0,70,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
24,80,0,5,51,1,3,2,0,68,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
23,100,0,6,65,1,1,2,1,70,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0
15,69,0,8,73,1,2,2,0,61,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
9,77,0,7,80,1,3,3,1,61,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1
18,72,0,7,58,1,6,0,0,64,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1
26,91,0,10,72,1,4,3,0,71,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1
28,91,1,4,78,1,1,3,0,72,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1
24,72,1,10,76,0,1,3,0,66,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
23,63,1,9,79,1,0,4,0,63,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22,60,0,7,83,0,3,1,0,62,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
17,77,1,8,69,1,3,3,1,65,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
19,76,1,6,53,1,2,5,0,66,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1
30,100,0,7,53,1,2,3,0,72,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
14,79,1,10,93,1,2,3,0,68,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
30,70,0,6,84,1,2,3,0,70,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
18,96,1,7,88,1,1,3,0,70,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
28,80,0,6,96,1,2,6,0,73,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
12,84,0,6,88,0,2,2,0,67,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
24,64,0,6,85,1,3,2,0,65,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
16,75,1,5,83,1,1,3,0,65,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
12,98,0,7,63,1,0,3,1,65,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
21,84,1,7,98,1,0,4,0,70,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
26,74,1,6,77,1,3,2,0,66,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
15,85,1,4,61,1,0,1,0,65,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1
11,96,0,7,60,1,2,1,0,68,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1
19,71,1,7,91,1,3,1,0,66,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
19,80,1,10,63,0,1,2,0,65,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
23,98,1,7,52,1,2,4,1,71,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
26,67,1,8,71,1,2,3,0,65,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
20,89,1,6,91,1,0,4,0,70,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
31,85,1,9,71,1,0,2,1,69,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
21,87,0,6,90,1,3,4,0,71,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
18,74,1,8,91,1,0,2,0,67,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
10,73,1,8,93,1,3,2,1,64,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
18,87,0,8,79,1,1,4,0,82,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
18,69,1,10,85,1,2,0,0,66,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
26,77,1,6,63,1,1,4,0,66,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
23,68,1,9,55,1,1,3,0,65,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
13,60,0,9,77,1,2,5,1,61,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
21,99,0,7,51,1,2,2,0,72,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
24,77,1,10,73,1,3,3,0,70,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1
29,99,1,7,55,1,0,3,0,71,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1
25,66,1,7,55,1,4,2,1,84,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
25,83,1,7,94,1,2,3,1,72,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
20,68,1,5,82,0,1,3,0,67,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
22,92,0,8,82,1,2,5,0,72,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
27,91,1,8,70,1,1,6,0,70,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
12,65,0,7,71,1,1,4,0,62,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1
18,96,1,10,65,1,3,2,0,71,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0
15,68,0,6,72,1,3,3,0,62,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0
22,85,1,4,79,1,1,3,0,68,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
27,99,0,10,59,1,2,3,0,74,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1
16,95,0,9,63,0,0,3,0,68,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
6,98,0,8,75,1,1,3,1,64,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
18,74,1,6,69,1,0,4,0,65,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1
25,64,1,8,91,1,1,5,0,66,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1
23,68,0,5,91,1,5,1,0,68,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
23,80,0,7,67,1,2,4,0,67,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1
18,92,1,6,73,1,1,5,1,67,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0
12,66,1,7,99,1,2,3,0,63,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1
23,86,1,8,91,1,2,1,0,71,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
15,73,0,5,61,0,1,2,0,63,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
33,74,0,8,64,1,0,3,1,66,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1
23,86,0,7,54,1,2,2,1,67,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
17,79,1,8,84,1,0,2,0,66,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1
16,92,1,7,66,1,2,4,0,70,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
19,66,0,8,77,0,3,4,0,64,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0
19,92,1,6,88,1,1,2,0,71,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1
27,63,1,4,92,1,0,3,0,68,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0
21,68,1,5,66,1,2,3,0,64,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
16,86,1,6,62,1,1,4,0,66,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0
31,94,0,5,92,1,1,4,0,72,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
20,70,1,9,69,1,2,3,0,66,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
25,73,1,7,91,1,0,4,0,70,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
16,81,1,8,57,1,1,2,0,66,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
22,68,0,8,96,1,1,3,0,68,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0
22,92,1,7,74,1,2,4,0,70,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
9,91,0,10,59,1,0,2,0,64,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
32,66,1,10,77,1,3,1,0,71,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
28,79,1,9,94,1,2,5,0,72,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
18,91,1,6,69,1,5,2,0,71,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1
13,73,0,9,59,1,0,4,0,63,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
22,85,1,4,79,1,1,2,0,68,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
21,62,0,9,92,1,1,4,1,63,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1
22,84,0,4,56,1,0,2,0,66,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1
21,66,1,7,52,1,1,3,0,63,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
23,93,0,9,53,1,1,4,0,72,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
29,74,1,8,62,1,3,3,1,70,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
23,71,1,5,50,1,1,1,0,65,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
14,94,1,7,71,1,0,3,1,67,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
28,62,0,8,85,1,2,3,0,66,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
30,76,1,7,86,1,1,2,1,69,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
39,75,1,6,82,1,1,3,0,73,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
13,71,1,8,65,1,2,4,0,66,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
21,96,1,9,87,1,0,6,1,70,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0
8,90,0,7,79,1,2,4,0,68,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
23,63,1,9,93,1,2,2,0,65,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
17,89,0,7,74,1,1,2,0,67,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
32,81,0,6,59,1,2,2,0,71,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0
15,96,0,9,82,1,2,3,0,70,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
10,73,1,9,58,1,5,3,0,61,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
17,83,1,6,98,1,0,3,0,69,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1
